age,monthly_income,monthly_expenses,existing_savings,employment_status,num_dependents,location_type,digital_savviness,has_bank_account,has_ewallet,savings_goal,risk_tolerance,investment_horizon,recommended_product
34,13329.88,10516.08,23543.09,Employed,0,Urban,4,1,1,Education,Conservative,Short-term,gcash_gsave
18,2267.99,1765.84,1361.35,Student,1,Rural,3,0,1,Travel,Aggressive,Medium-term,gcash_gsave
25,12552.28,10991.79,13901.7,Self-employed,1,Urban,5,0,1,General Savings,Moderate,Short-term,maya_personal_goals
23,1328.36,1143.93,4774.72,Unemployed,1,Urban,5,0,0,General Savings,Moderate,Medium-term,bpi_save_up
33,95430.73,69821.48,201360.55,Employed,1,Metro Manila,4,1,0,Education,Conservative,Long-term,bpi_time_deposit
47,45615.71,41085.96,22181.4,Self-employed,2,Urban,3,0,1,Retirement,Conservative,Long-term,bpi_time_deposit
36,38833.87,31008.64,45871.8,Employed,3,Rural,1,1,0,Business Capital,Conservative,Short-term,bpi_savings
32,43103.94,37856.35,55712.8,Self-employed,3,Urban,3,1,0,General Savings,Conservative,Short-term,bpi_savings
38,33991.82,26812.35,24838.07,Employed,0,Urban,3,1,0,Education,Conservative,Medium-term,bpi_save_up
19,10534.54,7874.74,0.0,Employed,1,Rural,2,0,0,Travel,Moderate,Medium-term,gcash_gsave
40,51530.8,46557.26,1797.01,Employed,4,Metro Manila,2,1,1,Emergency Fund,Conservative,Medium-term,gcash_gsave
49,28556.69,25122.99,0.0,Employed,2,Rural,3,1,0,Home/Property,Conservative,Long-term,bpi_savings
22,11376.09,8741.6,1058.82,Self-employed,0,Urban,3,1,1,Home/Property,Moderate,Long-term,maya_personal_goals
34,37347.72,28933.33,2783.81,Employed,0,Metro Manila,4,1,1,Education,Aggressive,Medium-term,gcash_ginvest
20,9219.81,7407.35,9307.03,Employed,0,Rural,4,0,0,Retirement,Aggressive,Long-term,gcash_ginvest
21,2013.92,1486.61,1821.32,Unemployed,0,Urban,5,0,1,General Savings,Aggressive,Medium-term,gcash_gsave
29,19137.58,16512.88,0.0,Self-employed,0,Urban,5,1,1,Emergency Fund,Aggressive,Medium-term,gcash_gsave
25,10275.05,9194.18,21361.92,Freelancer,0,Urban,3,1,1,General Savings,Conservative,Short-term,gcash_gsave
36,14043.13,13399.38,22218.33,Employed,4,Metro Manila,4,1,0,Education,Moderate,Medium-term,bpi_save_up
27,4377.07,2710.93,8185.91,Student,2,Metro Manila,4,0,1,General Savings,Conservative,Long-term,bpi_time_deposit
48,152453.59,133882.92,14233.46,Self-employed,3,Metro Manila,5,0,1,Emergency Fund,Moderate,Medium-term,maya_time_deposit
24,20985.51,15683.09,46373.79,Employed,0,Metro Manila,4,1,1,Emergency Fund,Conservative,Medium-term,gcash_gsave
24,19882.96,17547.28,4926.68,Self-employed,1,Rural,2,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave
35,7994.39,6989.7,0.0,Freelancer,4,Urban,3,1,0,Business Capital,Aggressive,Medium-term,gcash_ginvest
31,11947.86,10567.77,6038.69,Self-employed,2,Urban,4,1,0,Retirement,Aggressive,Long-term,gcash_ginvest
29,13970.41,12966.98,9279.63,Employed,3,Urban,5,1,1,Travel,Conservative,Medium-term,maya_personal_goals
35,22030.06,17675.84,96751.4,Employed,4,Rural,5,0,0,Education,Conservative,Medium-term,bpi_save_up
25,89902.81,70537.07,194586.83,Self-employed,2,Rural,3,1,1,Emergency Fund,Aggressive,Short-term,gcash_ginvest
48,31880.67,29451.18,5448.41,Self-employed,3,Rural,4,0,0,Travel,Conservative,Short-term,gcash_gsave
20,30640.57,24028.24,18780.75,Employed,0,Rural,4,1,1,Emergency Fund,Aggressive,Medium-term,gcash_ginvest
29,24214.89,21636.2,5508.4,Employed,1,Urban,4,0,1,Business Capital,Aggressive,Long-term,gcash_ginvest
34,62913.53,48828.03,163428.12,Self-employed,0,Urban,3,0,0,Travel,Conservative,Short-term,bpi_time_deposit
29,10573.85,7380.14,6990.99,Student,0,Rural,4,0,1,Emergency Fund,Conservative,Short-term,maya_savings
49,24853.07,19454.52,0.0,Employed,1,Rural,3,1,0,Emergency Fund,Conservative,Short-term,gcash_gsave
25,21000.66,18278.47,3336.93,Employed,3,Urban,4,0,0,Emergency Fund,Conservative,Short-term,gcash_gsave
25,9977.73,8273.85,4059.7,Freelancer,1,Urban,5,0,1,Education,Moderate,Medium-term,maya_savings
19,2249.15,1967.58,1024.93,Student,2,Rural,3,0,0,Emergency Fund,Moderate,Short-term,gcash_gsave
26,19533.72,16467.0,44783.19,Employed,2,Rural,4,1,1,Education,Moderate,Medium-term,maya_personal_goals
29,74411.81,64840.37,14558.23,Freelancer,1,Urban,4,0,0,General Savings,Moderate,Medium-term,bpi_save_up
24,4665.54,3063.47,0.0,Self-employed,0,Rural,2,0,0,Emergency Fund,Conservative,Medium-term,gcash_gsave
37,36832.52,27828.13,39763.09,Employed,1,Urban,3,1,0,General Savings,Conservative,Short-term,bpi_savings
50,1377.28,1189.9,847.02,Unemployed,4,Metro Manila,3,1,1,Retirement,Conservative,Long-term,maya_savings
52,3283.74,2767.55,4238.96,Unemployed,3,Urban,4,0,0,Business Capital,Moderate,Short-term,maya_savings
25,32133.0,27717.83,20086.15,Employed,0,Urban,4,1,1,Home/Property,Moderate,Medium-term,maya_personal_goals
35,58791.89,45273.4,12434.65,Employed,5,Metro Manila,3,1,1,Emergency Fund,Aggressive,Medium-term,bpi_save_up
21,3523.98,2508.48,1253.77,Student,1,Rural,3,0,0,Business Capital,Conservative,Long-term,maya_savings
26,33545.01,27518.7,45908.84,Employed,0,Urban,4,1,1,Emergency Fund,Aggressive,Medium-term,gcash_ginvest
38,32582.29,31686.24,592.4,Employed,3,Rural,3,1,1,Education,Conservative,Short-term,bpi_save_up
21,5013.35,3715.16,4876.19,Student,0,Metro Manila,1,0,1,Business Capital,Aggressive,Long-term,gcash_ginvest
58,1712.49,1377.4,6901.89,Unemployed,0,Urban,3,0,1,Education,Aggressive,Medium-term,maya_personal_goals
29,511.51,350.89,893.68,Unemployed,2,Rural,2,0,1,Home/Property,Moderate,Medium-term,bpi_save_up
20,1997.18,1615.58,2014.51,Student,0,Rural,4,0,1,Business Capital,Moderate,Medium-term,maya_time_deposit
26,15016.2,12492.41,1438.02,Self-employed,1,Rural,3,0,0,Home/Property,Moderate,Medium-term,gcash_gsave
29,35098.54,25512.65,109895.79,Employed,0,Rural,4,1,0,Home/Property,Moderate,Long-term,bpi_save_up
27,26150.94,23511.74,5315.9,Employed,4,Urban,5,1,1,Home/Property,Moderate,Long-term,maya_personal_goals
51,34896.05,29344.52,43954.77,Employed,3,Urban,1,1,0,Retirement,Moderate,Medium-term,maya_time_deposit
27,18903.87,14910.75,17824.25,Freelancer,0,Rural,5,1,0,Business Capital,Aggressive,Medium-term,gcash_ginvest
35,21296.7,19319.01,8440.97,Employed,2,Rural,1,1,0,Travel,Conservative,Short-term,bpi_savings
31,4303.22,3604.52,0.0,Unemployed,0,Rural,5,0,0,Home/Property,Conservative,Medium-term,gcash_gsave
29,65949.8,60170.27,21095.56,Self-employed,2,Rural,3,0,0,General Savings,Moderate,Short-term,bpi_save_up
33,56069.19,38091.44,34585.41,Employed,0,Rural,4,1,1,Travel,Moderate,Medium-term,maya_personal_goals
58,34640.65,33702.6,18070.52,Employed,3,Urban,1,1,0,General Savings,Conservative,Short-term,bpi_savings
31,30636.05,28507.93,9893.58,Self-employed,3,Urban,3,1,0,Emergency Fund,Conservative,Short-term,bpi_savings
25,7956.71,6769.48,0.0,Unemployed,2,Rural,4,0,1,Education,Moderate,Medium-term,maya_personal_goals
34,13709.28,10122.25,28121.13,Freelancer,1,Rural,4,1,0,Home/Property,Moderate,Long-term,maya_personal_goals
18,6881.46,4693.2,8228.11,Student,0,Metro Manila,5,1,1,Emergency Fund,Aggressive,Short-term,maya_savings
29,10932.51,9039.01,14928.38,Self-employed,1,Urban,4,1,1,Business Capital,Aggressive,Medium-term,gcash_ginvest
55,28249.85,20031.67,77994.7,Employed,2,Urban,3,1,0,General Savings,Conservative,Short-term,bpi_savings
54,11649.77,9476.15,10635.16,Unemployed,2,Urban,2,0,0,Education,Moderate,Medium-term,maya_personal_goals
54,13648.16,10655.68,2925.25,Freelancer,2,Rural,2,1,0,Retirement,Moderate,Medium-term,bpi_savings
22,4596.11,2928.34,31477.33,Student,0,Metro Manila,4,0,1,Travel,Moderate,Long-term,maya_personal_goals
20,1752.37,1239.27,4491.21,Student,1,Urban,3,0,0,Education,Conservative,Medium-term,gcash_gsave
18,10495.61,7922.44,13861.03,Student,0,Urban,5,0,1,General Savings,Aggressive,Long-term,gcash_ginvest
28,35258.54,26488.88,76762.87,Employed,1,Rural,5,1,0,Emergency Fund,Aggressive,Short-term,bpi_savings
24,21148.33,16946.2,25539.5,Employed,1,Urban,3,1,1,General Savings,Conservative,Medium-term,bpi_save_up
33,35443.59,21733.46,50731.84,Employed,0,Urban,3,1,0,Travel,Moderate,Medium-term,bpi_save_up
32,4529.63,3523.83,24465.41,Unemployed,2,Urban,4,1,1,Travel,Conservative,Medium-term,gcash_gsave
31,63775.61,55869.86,52418.6,Self-employed,3,Urban,4,1,0,Emergency Fund,Conservative,Short-term,bpi_savings
49,29703.3,25715.07,52477.48,Employed,3,Urban,1,1,1,Business Capital,Conservative,Short-term,bpi_savings
23,5552.27,4918.01,3464.44,Student,0,Urban,5,0,1,Education,Moderate,Medium-term,maya_personal_goals
31,32133.59,25649.43,92378.47,Employed,0,Rural,5,0,0,Education,Moderate,Medium-term,maya_personal_goals
38,65641.84,48199.08,138992.85,Employed,2,Urban,2,1,1,Emergency Fund,Moderate,Short-term,bpi_savings
43,14702.64,12514.83,8574.65,Employed,1,Metro Manila,5,1,0,Retirement,Conservative,Medium-term,bpi_time_deposit
29,10846.78,10604.49,4616.64,Self-employed,4,Rural,5,1,0,Emergency Fund,Conservative,Short-term,gcash_gsave
39,15414.33,14138.69,4902.42,Self-employed,3,Urban,4,1,0,Travel,Moderate,Short-term,gcash_gsave
28,18321.44,14323.71,9932.07,Self-employed,1,Rural,3,1,1,Business Capital,Moderate,Long-term,maya_time_deposit
25,6562.85,6154.81,0.0,Freelancer,3,Urban,3,1,0,Travel,Moderate,Short-term,maya_savings
25,9888.52,8828.59,0.0,Employed,2,Urban,4,1,1,Emergency Fund,Moderate,Medium-term,gcash_gsave
25,55152.78,49367.21,918.28,Freelancer,1,Rural,4,0,1,Emergency Fund,Aggressive,Medium-term,gcash_ginvest
43,33195.11,25826.41,31967.21,Employed,2,Rural,3,1,0,Emergency Fund,Moderate,Short-term,bpi_save_up
43,30753.76,25200.64,19469.18,Freelancer,1,Urban,4,1,1,Business Capital,Conservative,Medium-term,maya_time_deposit
42,40580.5,31003.36,83102.42,Self-employed,5,Urban,5,0,0,Education,Aggressive,Medium-term,gcash_ginvest
26,26810.44,20238.3,26543.42,Self-employed,2,Urban,5,1,1,Emergency Fund,Conservative,Short-term,gcash_gsave
19,4322.16,3471.92,1362.59,Student,1,Rural,5,0,1,Business Capital,Moderate,Medium-term,gcash_gsave
27,10597.83,7415.28,16946.34,Self-employed,1,Rural,4,0,1,Travel,Aggressive,Short-term,maya_savings
49,53792.16,35699.63,119251.61,Employed,4,Metro Manila,1,1,1,Retirement,Moderate,Long-term,bpi_time_deposit
24,4313.65,3058.67,35582.64,Student,0,Urban,2,1,1,General Savings,Aggressive,Medium-term,gcash_ginvest
52,22810.69,22065.44,0.0,Employed,4,Urban,2,0,0,Retirement,Conservative,Long-term,bpi_time_deposit
22,46393.75,37448.19,66755.36,Employed,2,Metro Manila,4,1,1,Emergency Fund,Aggressive,Medium-term,gcash_ginvest
58,21257.3,13689.22,7793.29,Self-employed,1,Urban,2,1,0,General Savings,Moderate,Long-term,bpi_save_up
53,56710.97,50978.44,57625.5,Freelancer,3,Urban,1,0,0,Retirement,Conservative,Long-term,bpi_time_deposit
22,13901.2,9841.65,32797.18,Employed,1,Rural,5,0,1,Retirement,Conservative,Medium-term,gcash_gsave
24,5818.97,5309.44,122.47,Unemployed,2,Rural,5,0,1,General Savings,Moderate,Long-term,maya_savings
22,684.65,444.91,0.0,Unemployed,0,Rural,1,0,0,Business Capital,Conservative,Medium-term,gcash_gsave
19,2238.25,1511.09,12623.9,Student,0,Urban,2,0,0,Travel,Aggressive,Medium-term,gcash_ginvest
36,11378.64,10478.6,5779.97,Self-employed,4,Rural,3,0,0,Travel,Moderate,Short-term,gcash_gsave
49,22748.51,15044.09,27749.87,Freelancer,4,Rural,2,0,0,Emergency Fund,Conservative,Medium-term,bpi_save_up
31,75647.34,64918.35,52156.15,Employed,1,Metro Manila,5,1,1,Home/Property,Aggressive,Long-term,gcash_ginvest
18,5821.91,4629.68,14611.21,Student,1,Rural,4,1,1,Education,Moderate,Long-term,gcash_gsave
26,519.93,421.29,1472.19,Unemployed,0,Urban,2,1,0,Travel,Conservative,Medium-term,gcash_gsave
62,4835.62,3866.5,3889.55,Unemployed,3,Urban,3,0,1,Home/Property,Conservative,Medium-term,bpi_save_up
28,252.48,206.04,0.0,Unemployed,1,Urban,4,0,1,Home/Property,Aggressive,Long-term,gcash_ginvest
22,31580.78,26204.92,38646.77,Freelancer,0,Metro Manila,5,1,1,Emergency Fund,Aggressive,Short-term,maya_savings
32,32795.08,24171.02,41606.17,Employed,1,Rural,3,0,1,Retirement,Aggressive,Long-term,gcash_ginvest
19,15032.6,10282.47,17690.26,Freelancer,0,Urban,5,1,1,Emergency Fund,Conservative,Short-term,gcash_gsave
23,20075.53,17934.19,16933.29,Employed,0,Urban,2,1,1,Emergency Fund,Conservative,Short-term,gcash_gsave
43,47206.51,43922.15,33859.35,Employed,3,Metro Manila,2,1,0,Education,Conservative,Medium-term,bpi_save_up
26,12666.65,9430.34,42780.72,Employed,1,Rural,4,0,0,Business Capital,Aggressive,Medium-term,gcash_ginvest
23,22916.83,20338.54,23397.48,Self-employed,0,Urban,5,0,1,General Savings,Conservative,Medium-term,bpi_save_up
20,3429.34,2144.53,0.0,Student,1,Urban,4,0,1,General Savings,Moderate,Medium-term,maya_savings
26,38444.57,23915.17,136514.59,Freelancer,1,Urban,5,1,1,Travel,Moderate,Medium-term,gcash_ginvest
25,20550.11,16560.15,12268.78,Freelancer,2,Urban,3,0,0,Emergency Fund,Aggressive,Short-term,gcash_gsave
48,25031.79,22990.03,10304.82,Employed,3,Urban,2,1,0,Emergency Fund,Moderate,Short-term,bpi_savings
28,8699.46,8431.21,10866.13,Employed,3,Rural,3,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave
25,9150.11,7448.69,5553.3,Freelancer,2,Metro Manila,4,0,1,General Savings,Moderate,Long-term,maya_personal_goals
42,87703.96,69462.43,60538.95,Employed,0,Metro Manila,5,1,1,Education,Moderate,Long-term,gcash_ginvest
29,11976.04,10943.4,12638.83,Self-employed,3,Rural,4,0,1,Emergency Fund,Conservative,Medium-term,gcash_gsave
48,45601.72,44689.69,12434.93,Employed,5,Urban,2,1,1,Business Capital,Conservative,Medium-term,bpi_save_up
19,44894.06,36102.44,6453.52,Freelancer,0,Urban,4,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave
37,21215.96,19982.71,3341.03,Self-employed,5,Urban,3,1,1,Travel,Conservative,Long-term,maya_personal_goals
25,4018.9,3491.38,3735.59,Student,2,Urban,4,0,1,Education,Moderate,Long-term,maya_personal_goals
45,2833.95,2348.3,0.0,Unemployed,2,Rural,1,0,0,Business Capital,Conservative,Medium-term,gcash_gsave
47,23580.86,19308.33,89300.25,Self-employed,2,Rural,4,0,0,Home/Property,Moderate,Long-term,bpi_save_up
25,61845.93,49821.28,45888.51,Self-employed,2,Rural,5,1,1,Travel,Aggressive,Long-term,gcash_ginvest
50,11023.83,6629.3,40111.24,Unemployed,0,Rural,2,0,0,General Savings,Conservative,Short-term,gcash_gsave
51,52323.08,33250.14,127460.26,Self-employed,0,Urban,1,1,1,Home/Property,Conservative,Long-term,bpi_save_up
29,56763.46,45719.95,9555.82,Employed,0,Urban,3,1,0,General Savings,Moderate,Long-term,bpi_save_up
24,2003.05,1717.14,0.0,Unemployed,0,Urban,3,1,1,Business Capital,Conservative,Long-term,maya_savings
23,18427.91,13971.17,26769.64,Freelancer,0,Urban,4,1,1,Emergency Fund,Conservative,Short-term,maya_savings
46,2474.88,2050.17,0.0,Unemployed,3,Rural,1,1,0,Education,Conservative,Long-term,gcash_gsave
28,9835.61,7244.01,0.0,Employed,1,Rural,5,1,1,Travel,Aggressive,Short-term,gcash_gsave
22,7028.76,5150.24,0.0,Student,2,Urban,5,0,1,Education,Conservative,Short-term,gcash_gsave
20,6392.24,4422.42,18828.51,Student,0,Metro Manila,3,1,1,General Savings,Moderate,Short-term,gcash_gsave
19,24722.4,16450.55,28869.72,Employed,0,Metro Manila,5,1,1,Emergency Fund,Moderate,Short-term,maya_savings
24,15377.21,10915.25,59240.36,Freelancer,0,Urban,4,0,0,Retirement,Aggressive,Long-term,gcash_ginvest
30,16481.53,12469.58,13408.19,Employed,1,Metro Manila,4,1,0,Travel,Aggressive,Short-term,bpi_savings
40,15909.58,10729.74,1397.16,Freelancer,0,Urban,2,0,0,Retirement,Conservative,Long-term,bpi_time_deposit
50,29228.37,24266.2,28530.99,Self-employed,2,Rural,1,1,0,Emergency Fund,Conservative,Medium-term,bpi_savings
56,17269.79,15219.16,4290.63,Employed,3,Rural,3,0,0,Emergency Fund,Conservative,Short-term,maya_savings
28,24663.62,17509.38,20654.24,Employed,0,Urban,3,1,1,Emergency Fund,Conservative,Short-term,maya_savings
28,22490.51,18615.05,6597.28,Self-employed,1,Urban,4,0,1,Travel,Conservative,Medium-term,maya_personal_goals
32,15008.62,11977.4,0.0,Self-employed,0,Urban,5,1,1,Retirement,Conservative,Long-term,gcash_gsave
27,8379.75,8151.55,0.0,Self-employed,3,Rural,4,0,1,Emergency Fund,Conservative,Short-term,gcash_gsave
32,619.43,505.71,3946.47,Unemployed,2,Rural,5,0,1,Home/Property,Moderate,Medium-term,maya_personal_goals
26,14891.6,11562.02,34113.93,Self-employed,0,Rural,4,0,0,General Savings,Aggressive,Medium-term,bpi_save_up
25,37468.11,28045.81,13589.29,Employed,1,Urban,4,1,1,Emergency Fund,Aggressive,Short-term,gcash_gsave
32,8243.1,7629.37,871.68,Employed,4,Rural,5,0,1,Home/Property,Conservative,Long-term,gcash_gsave
18,2883.98,2261.09,11114.0,Unemployed,0,Metro Manila,4,1,1,Emergency Fund,Moderate,Short-term,gcash_gsave
18,20624.46,15923.37,28998.02,Self-employed,0,Urban,5,1,1,General Savings,Moderate,Medium-term,maya_personal_goals
44,15736.94,11866.81,34321.74,Self-employed,2,Urban,3,1,0,Business Capital,Moderate,Long-term,bpi_save_up
37,67134.08,63893.46,13422.46,Freelancer,3,Urban,5,0,0,Emergency Fund,Moderate,Long-term,gcash_ginvest
34,15461.24,14964.31,1271.28,Employed,4,Rural,2,1,1,General Savings,Conservative,Short-term,maya_savings
43,29307.26,21966.17,14140.61,Self-employed,5,Urban,1,1,1,Emergency Fund,Moderate,Medium-term,maya_personal_goals
42,41975.14,38935.66,24414.89,Employed,4,Metro Manila,2,1,0,Business Capital,Conservative,Short-term,bpi_savings
49,4043.03,3189.3,2314.18,Student,2,Metro Manila,2,1,0,Education,Moderate,Medium-term,bpi_save_up
22,8114.16,6555.84,27971.2,Student,0,Metro Manila,5,1,1,Education,Moderate,Medium-term,maya_personal_goals
41,20517.08,16335.75,28581.05,Freelancer,2,Metro Manila,3,0,1,General Savings,Aggressive,Short-term,maya_savings
36,31584.18,24707.19,25977.27,Freelancer,5,Metro Manila,4,1,0,Education,Conservative,Medium-term,bpi_save_up
49,51479.7,41669.0,78963.56,Self-employed,3,Urban,4,1,0,Retirement,Conservative,Short-term,bpi_time_deposit
32,52856.7,47524.4,2274.37,Freelancer,1,Urban,4,1,1,Emergency Fund,Moderate,Long-term,maya_savings
24,5423.45,4038.54,11207.07,Self-employed,0,Rural,5,0,1,Home/Property,Aggressive,Medium-term,maya_personal_goals
25,21997.84,18805.53,8510.88,Employed,2,Urban,3,0,1,General Savings,Conservative,Short-term,maya_savings
20,9781.03,6239.83,0.0,Student,2,Metro Manila,2,0,1,General Savings,Conservative,Medium-term,bpi_savings
28,4782.17,4286.01,0.0,Unemployed,2,Urban,2,0,1,Travel,Conservative,Short-term,gcash_gsave
24,18476.61,15228.24,79521.5,Self-employed,0,Rural,2,0,0,General Savings,Conservative,Short-term,gcash_gsave
45,15519.54,8174.76,34438.76,Employed,0,Rural,2,1,1,Emergency Fund,Aggressive,Medium-term,bpi_save_up
29,22750.37,18428.64,3921.32,Employed,1,Urban,5,0,1,General Savings,Moderate,Medium-term,bpi_save_up
39,32872.37,32214.92,5912.98,Employed,5,Urban,3,1,1,Emergency Fund,Conservative,Short-term,gcash_gsave
33,12209.89,10214.75,0.0,Employed,4,Rural,3,1,0,Emergency Fund,Moderate,Short-term,maya_savings
60,6131.77,5309.6,833.7,Self-employed,4,Rural,3,1,0,Travel,Conservative,Long-term,maya_savings
62,13850.66,11855.47,1634.99,Self-employed,2,Rural,4,1,1,Retirement,Aggressive,Long-term,gcash_ginvest
54,59610.66,48892.58,83064.6,Self-employed,2,Rural,4,1,1,Retirement,Moderate,Medium-term,maya_time_deposit
29,19313.04,14697.48,40926.5,Employed,2,Rural,5,0,1,General Savings,Conservative,Medium-term,maya_personal_goals
28,63329.82,49150.38,377409.71,Self-employed,2,Urban,4,1,1,Travel,Moderate,Short-term,maya_time_deposit
36,4950.57,3876.51,6592.07,Unemployed,3,Urban,3,0,1,Retirement,Moderate,Medium-term,maya_personal_goals
43,1586.5,1261.02,2363.4,Unemployed,2,Rural,3,0,0,Retirement,Moderate,Long-term,gcash_gsave
55,48424.95,38110.03,25394.52,Self-employed,2,Rural,1,1,0,General Savings,Aggressive,Medium-term,bpi_save_up
41,50596.15,35940.07,31305.17,Employed,1,Metro Manila,1,1,1,Retirement,Aggressive,Long-term,gcash_ginvest
58,5828.29,5151.66,1960.77,Unemployed,1,Rural,4,0,0,General Savings,Moderate,Long-term,gcash_gsave
32,11588.87,10152.84,41252.46,Freelancer,3,Urban,4,1,1,Education,Conservative,Medium-term,maya_personal_goals
18,6471.78,5643.62,11317.44,Student,2,Urban,4,0,1,Education,Conservative,Long-term,maya_personal_goals
49,44795.63,38764.82,73029.96,Employed,3,Rural,3,1,0,Retirement,Moderate,Long-term,gcash_ginvest
25,31787.39,23424.23,7363.92,Employed,0,Urban,4,1,1,Travel,Aggressive,Short-term,gcash_ginvest
38,23881.14,22470.14,14859.38,Employed,5,Urban,3,1,1,Home/Property,Conservative,Medium-term,maya_personal_goals
60,32249.52,24020.42,50840.74,Employed,2,Urban,4,0,1,Retirement,Aggressive,Long-term,gcash_ginvest
28,5381.44,4487.1,4447.48,Unemployed,1,Urban,5,0,1,Travel,Aggressive,Short-term,gcash_gsave
33,28518.46,24287.31,809.37,Self-employed,2,Urban,3,0,0,Travel,Moderate,Medium-term,bpi_save_up
36,47917.21,35585.83,88348.62,Self-employed,2,Urban,3,1,0,Business Capital,Moderate,Medium-term,maya_time_deposit
